Retailer,Adidas Sales Database Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Total Sales,Operating Profit,Operating Margin,Sales Method,Units Sold Cleaned,Total Sales norm,Operating Profit norm,State - City,State_grouped,Month
West Gear,"1185732,00",2021-02-11,Midwest,Missouri,St. Louis,Women's Street Footwear,"15,00","63,80","22,30","0,35",In-store,"4,25","0,16","0,14",Missouri - St. Louis,Otros,February
West Gear,"1185732,00",2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,"20,00","60,00","24,00","0,40",In-store,"3,00","0,15","0,15",Utah - Salt Lake City,Otros,February
West Gear,"1185732,00",2021-02-11,West,Utah,Salt Lake City,Men's Apparel,"35,00","131,20","45,90","0,35",In-store,"3,75","0,33","0,28",Utah - Salt Lake City,Otros,February
West Gear,"1185732,00",2021-02-11,West,Utah,Salt Lake City,Women's Apparel,"25,00","112,50","56,20","0,50",In-store,"4,50","0,28","0,35",Utah - Salt Lake City,Otros,February
West Gear,"1185732,00",2021-03-10,West,Utah,Salt Lake City,Men's Street Footwear,"30,00","201,00","80,40","0,40",In-store,"6,70","0,50","0,49",Utah - Salt Lake City,Otros,March
West Gear,"1185732,00",2021-03-10,West,Utah,Salt Lake City,Men's Athletic Footwear,"30,00","105,00","36,80","0,35",In-store,"3,50","0,26","0,23",Utah - Salt Lake City,Otros,March
West Gear,"1185732,00",2021-03-10,West,Utah,Salt Lake City,Women's Street Footwear,"20,00","80,00","28,00","0,35",In-store,"4,00","0,20","0,17",Utah - Salt Lake City,Otros,March
West Gear,"1185732,00",2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,"25,00","62,50","25,00","0,40",In-store,"2,50","0,16","0,15",Utah - Salt Lake City,Otros,March
West Gear,"1185732,00",2021-03-10,West,Utah,Salt Lake City,Men's Apparel,"40,00","120,00","42,00","0,35",In-store,"3,00","0,30","0,26",Utah - Salt Lake City,Otros,March
West Gear,"1185732,00",2021-03-10,West,Utah,Salt Lake City,Women's Apparel,"30,00","120,00","60,00","0,50",In-store,"4,00","0,30","0,37",Utah - Salt Lake City,Otros,March
West Gear,"1185732,00",2021-04-11,West,Utah,Salt Lake City,Men's Street Footwear,"30,00","187,50","75,00","0,40",In-store,"6,25","0,47","0,46",Utah - Salt Lake City,Otros,April
West Gear,"1185732,00",2021-04-11,West,Utah,Salt Lake City,Men's Athletic Footwear,"25,00","81,20","28,40","0,35",In-store,"3,25","0,20","0,17",Utah - Salt Lake City,Otros,April
West Gear,"1185732,00",2021-04-11,West,Utah,Salt Lake City,Women's Street Footwear,"15,00","48,80","17,10","0,35",In-store,"3,25","0,12","0,11",Utah - Salt Lake City,Otros,April
West Gear,"1185732,00",2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,"20,00","50,00","20,00","0,40",In-store,"2,50","0,13","0,12",Utah - Salt Lake City,Otros,April
West Gear,"1185732,00",2021-04-11,West,Utah,Salt Lake City,Men's Apparel,"35,00","96,20","33,70","0,35",In-store,"2,75","0,24","0,21",Utah - Salt Lake City,Otros,April
West Gear,"1185732,00",2021-04-11,West,Utah,Salt Lake City,Women's Apparel,"25,00","100,00","50,00","0,50",In-store,"4,00","0,25","0,31",Utah - Salt Lake City,Otros,April
West Gear,"1185732,00",2021-05-12,West,Utah,Salt Lake City,Men's Street Footwear,"35,00","234,50","93,80","0,40",In-store,"6,70","0,59","0,58",Utah - Salt Lake City,Otros,May
West Gear,"1185732,00",2021-05-12,West,Utah,Salt Lake City,Men's Athletic Footwear,"30,00","112,50","39,40","0,35",In-store,"3,75","0,28","0,24",Utah - Salt Lake City,Otros,May
West Gear,"1185732,00",2021-05-12,West,Utah,Salt Lake City,Women's Street Footwear,"25,00","87,50","30,60","0,35",In-store,"3,50","0,22","0,19",Utah - Salt Lake City,Otros,May
West Gear,"1185732,00",2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,"25,00","68,80","27,50","0,40",In-store,"2,75","0,17","0,17",Utah - Salt Lake City,Otros,May
West Gear,"1185732,00",2021-05-12,West,Utah,Salt Lake City,Men's Apparel,"40,00","120,00","42,00","0,35",In-store,"3,00","0,30","0,26",Utah - Salt Lake City,Otros,May
West Gear,"1185732,00",2021-05-12,West,Utah,Salt Lake City,Women's Apparel,"45,00","180,00","90,00","0,50",In-store,"4,00","0,45","0,55",Utah - Salt Lake City,Otros,May
West Gear,"1185732,00",2021-06-11,West,Utah,Salt Lake City,Men's Street Footwear,"30,00","195,00","78,00","0,40",In-store,"6,50","0,49","0,48",Utah - Salt Lake City,Otros,June
West Gear,"1185732,00",2021-06-11,West,Utah,Salt Lake City,Men's Athletic Footwear,"25,00","100,00","35,00","0,35",In-store,"4,00","0,25","0,22",Utah - Salt Lake City,Otros,June
West Gear,"1185732,00",2021-06-11,West,Utah,Salt Lake City,Women's Street Footwear,"20,00","85,00","29,80","0,35",In-store,"4,25","0,21","0,18",Utah - Salt Lake City,Otros,June
West Gear,"1185732,00",2021-06-11,West,Utah,Salt Lake City,Women's Athletic Footwear,"20,00","80,00","32,00","0,40",In-store,"4,00","0,20","0,20",Utah - Salt Lake City,Otros,June
West Gear,"1185732,00",2021-06-11,West,Utah,Salt Lake City,Men's Apparel,"35,00","140,00","49,00","0,35",In-store,"4,00","0,35","0,30",Utah - Salt Lake City,Otros,June
West Gear,"1185732,00",2021-06-11,West,Utah,Salt Lake City,Women's Apparel,"40,00","230,00","115,00","0,50",In-store,"5,75","0,58","0,71",Utah - Salt Lake City,Otros,June
West Gear,"1185732,00",2021-07-10,West,Utah,Salt Lake City,Men's Athletic Footwear,"30,00","165,00","57,80","0,35",In-store,"5,50","0,41","0,36",Utah - Salt Lake City,Otros,July
West Gear,"1185732,00",2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,"25,00","118,80","41,60","0,35",In-store,"4,75","0,30","0,26",Utah - Salt Lake City,Otros,July
West Gear,"1185732,00",2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,"25,00","106,20","42,50","0,40",In-store,"4,25","0,27","0,26",Utah - Salt Lake City,Otros,July
West Gear,"1185732,00",2021-07-10,West,Utah,Salt Lake City,Men's Apparel,"35,00","148,80","52,10","0,35",In-store,"4,25","0,37","0,32",Utah - Salt Lake City,Otros,July
West Gear,"1185732,00",2021-07-10,West,Utah,Salt Lake City,Women's Apparel,"40,00","240,00","120,00","0,50",In-store,"6,00","0,60","0,74",Utah - Salt Lake City,Otros,July
West Gear,"1185732,00",2021-08-11,West,Utah,Salt Lake City,Men's Athletic Footwear,"35,00","183,80","64,30","0,35",In-store,"5,25","0,46","0,40",Utah - Salt Lake City,Otros,August
West Gear,"1185732,00",2021-08-11,West,Utah,Salt Lake City,Women's Street Footwear,"30,00","135,00","47,20","0,35",In-store,"4,50","0,34","0,29",Utah - Salt Lake City,Otros,August
West Gear,"1185732,00",2021-08-11,West,Utah,Salt Lake City,Women's Athletic Footwear,"20,00","75,00","30,00","0,40",In-store,"3,75","0,19","0,18",Utah - Salt Lake City,Otros,August
West Gear,"1185732,00",2021-08-11,West,Utah,Salt Lake City,Men's Apparel,"30,00","105,00","36,80","0,35",In-store,"3,50","0,26","0,23",Utah - Salt Lake City,Otros,August
West Gear,"1185732,00",2021-08-11,West,Utah,Salt Lake City,Women's Apparel,"35,00","183,80","91,90","0,50",In-store,"5,25","0,46","0,57",Utah - Salt Lake City,Otros,August
West Gear,"1185732,00",2021-09-12,West,Utah,Salt Lake City,Men's Street Footwear,"30,00","195,00","78,00","0,40",In-store,"6,50","0,49","0,48",Utah - Salt Lake City,Otros,September
West Gear,"1185732,00",2021-09-12,West,Utah,Salt Lake City,Men's Athletic Footwear,"25,00","112,50","39,40","0,35",In-store,"4,50","0,28","0,24",Utah - Salt Lake City,Otros,September
West Gear,"1185732,00",2021-09-12,West,Utah,Salt Lake City,Women's Street Footwear,"10,00","35,00","12,20","0,35",In-store,"3,50","0,09","0,08",Utah - Salt Lake City,Otros,September
West Gear,"1185732,00",2021-09-12,West,Utah,Salt Lake City,Women's Athletic Footwear,"10,00","32,50","13,00","0,40",In-store,"3,25","0,08","0,08",Utah - Salt Lake City,Otros,September
West Gear,"1185732,00",2021-09-12,West,Utah,Salt Lake City,Men's Apparel,"20,00","65,00","22,80","0,35",In-store,"3,25","0,16","0,14",Utah - Salt Lake City,Otros,September
West Gear,"1185732,00",2021-09-12,West,Utah,Salt Lake City,Women's Apparel,"25,00","100,00","50,00","0,50",In-store,"4,00","0,25","0,31",Utah - Salt Lake City,Otros,September
West Gear,"1185732,00",2021-10-11,West,Utah,Salt Lake City,Men's Street Footwear,"30,00","172,50","69,00","0,40",In-store,"5,75","0,43","0,42",Utah - Salt Lake City,Otros,October
West Gear,"1185732,00",2021-10-11,West,Utah,Salt Lake City,Men's Athletic Footwear,"20,00","80,00","28,00","0,35",In-store,"4,00","0,20","0,17",Utah - Salt Lake City,Otros,October
West Gear,"1185732,00",2021-10-11,West,Utah,Salt Lake City,Women's Street Footwear,"20,00","60,00","21,00","0,35",In-store,"3,00","0,15","0,13",Utah - Salt Lake City,Otros,October
West Gear,"1185732,00",2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,"20,00","55,00","22,00","0,40",In-store,"2,75","0,14","0,14",Utah - Salt Lake City,Otros,October
West Gear,"1185732,00",2021-10-11,West,Utah,Salt Lake City,Men's Apparel,"30,00","82,50","28,90","0,35",In-store,"2,75","0,21","0,18",Utah - Salt Lake City,Otros,October
West Gear,"1185732,00",2021-10-11,West,Utah,Salt Lake City,Women's Apparel,"35,00","140,00","70,00","0,50",In-store,"4,00","0,35","0,43",Utah - Salt Lake City,Otros,October
West Gear,"1185732,00",2021-11-11,West,Utah,Salt Lake City,Men's Street Footwear,"30,00","165,00","66,00","0,40",In-store,"5,50","0,41","0,41",Utah - Salt Lake City,Otros,November
West Gear,"1185732,00",2021-11-11,West,Utah,Salt Lake City,Men's Athletic Footwear,"20,00","80,00","28,00","0,35",In-store,"4,00","0,20","0,17",Utah - Salt Lake City,Otros,November
West Gear,"1185732,00",2021-11-11,West,Utah,Salt Lake City,Women's Street Footwear,"20,00","69,00","24,20","0,35",In-store,"3,45","0,17","0,15",Utah - Salt Lake City,Otros,November
West Gear,"1185732,00",2021-11-11,West,Utah,Salt Lake City,Women's Athletic Footwear,"20,00","75,00","30,00","0,40",In-store,"3,75","0,19","0,18",Utah - Salt Lake City,Otros,November
West Gear,"1185732,00",2021-11-11,West,Utah,Salt Lake City,Men's Apparel,"40,00","140,00","49,00","0,35",In-store,"3,50","0,35","0,30",Utah - Salt Lake City,Otros,November
West Gear,"1185732,00",2021-11-11,West,Utah,Salt Lake City,Women's Apparel,"45,00","202,50","101,20","0,50",In-store,"4,50","0,51","0,62",Utah - Salt Lake City,Otros,November
West Gear,"1185732,00",2021-12-10,West,Utah,Salt Lake City,Men's Street Footwear,"40,00","280,00","112,00","0,40",In-store,"7,00","0,70","0,69",Utah - Salt Lake City,Otros,December
West Gear,"1185732,00",2021-12-10,West,Utah,Salt Lake City,Men's Athletic Footwear,"30,00","150,00","52,50","0,35",In-store,"5,00","0,38","0,32",Utah - Salt Lake City,Otros,December
West Gear,"1185732,00",2021-12-10,West,Utah,Salt Lake City,Women's Street Footwear,"30,00","135,00","47,20","0,35",In-store,"4,50","0,34","0,29",Utah - Salt Lake City,Otros,December
West Gear,"1185732,00",2021-12-10,West,Utah,Salt Lake City,Women's Athletic Footwear,"30,00","120,00","48,00","0,40",In-store,"4,00","0,30","0,30",Utah - Salt Lake City,Otros,December
West Gear,"1185732,00",2021-12-10,West,Utah,Salt Lake City,Men's Apparel,"40,00","160,00","56,00","0,35",In-store,"4,00","0,40","0,34",Utah - Salt Lake City,Otros,December
West Gear,"1185732,00",2021-12-10,West,Utah,Salt Lake City,Women's Apparel,"45,00","225,00","112,50","0,50",In-store,"5,00","0,56","0,69",Utah - Salt Lake City,Otros,December
West Gear,"1128299,00",2021-01-24,West,Utah,Salt Lake City,Men's Street Footwear,"30,00","105,00","36,80","0,35",In-store,"3,50","0,26","0,23",Utah - Salt Lake City,Otros,January
West Gear,"1128299,00",2021-01-24,West,Utah,Salt Lake City,Men's Athletic Footwear,"40,00","140,00","49,00","0,35",In-store,"3,50","0,35","0,30",Utah - Salt Lake City,Otros,January
West Gear,"1128299,00",2021-01-24,West,Utah,Salt Lake City,Women's Street Footwear,"40,00","140,00","49,00","0,35",In-store,"3,50","0,35","0,30",Utah - Salt Lake City,Otros,January
West Gear,"1128299,00",2021-01-24,West,Utah,Salt Lake City,Women's Athletic Footwear,"40,00","80,00","28,00","0,35",In-store,"2,00","0,20","0,17",Utah - Salt Lake City,Otros,January
West Gear,"1128299,00",2021-01-24,West,Utah,Salt Lake City,Men's Apparel,"45,00","67,50","27,00","0,40",In-store,"1,50","0,17","0,17",Utah - Salt Lake City,Otros,January
West Gear,"1128299,00",2021-01-24,West,Utah,Salt Lake City,Women's Apparel,"40,00","160,00","48,00","0,30",In-store,"4,00","0,40","0,30",Utah - Salt Lake City,Otros,January
West Gear,"1128299,00",2021-02-24,West,Utah,Salt Lake City,Men's Street Footwear,"30,00","135,00","47,20","0,35",In-store,"4,50","0,34","0,29",Utah - Salt Lake City,Otros,February
West Gear,"1128299,00",2021-02-24,West,Utah,Salt Lake City,Men's Athletic Footwear,"40,00","140,00","49,00","0,35",In-store,"3,50","0,35","0,30",Utah - Salt Lake City,Otros,February
West Gear,"1128299,00",2021-02-24,West,Utah,Salt Lake City,Women's Street Footwear,"40,00","140,00","49,00","0,35",In-store,"3,50","0,35","0,30",Utah - Salt Lake City,Otros,February
West Gear,"1128299,00",2021-02-24,West,Oregon,Portland,Women's Athletic Footwear,"40,00","80,00","28,00","0,35",In-store,"2,00","0,20","0,17",Oregon - Portland,Otros,February
West Gear,"1128299,00",2021-02-24,West,Oregon,Portland,Men's Apparel,"45,00","56,20","22,50","0,40",In-store,"1,25","0,14","0,14",Oregon - Portland,Otros,February
West Gear,"1128299,00",2021-02-24,West,Oregon,Portland,Women's Apparel,"40,00","130,00","39,00","0,30",In-store,"3,25","0,33","0,24",Oregon - Portland,Otros,February
West Gear,"1128299,00",2021-03-23,West,Oregon,Portland,Men's Street Footwear,"40,00","190,00","66,50","0,35",In-store,"4,75","0,48","0,41",Oregon - Portland,Otros,March
West Gear,"1128299,00",2021-03-23,West,Oregon,Portland,Men's Athletic Footwear,"50,00","162,50","56,90","0,35",In-store,"3,25","0,41","0,35",Oregon - Portland,Otros,March
West Gear,"1128299,00",2021-03-23,West,Oregon,Portland,Women's Street Footwear,"55,00","192,50","67,40","0,35",In-store,"3,50","0,48","0,41",Oregon - Portland,Otros,March
West Gear,"1128299,00",2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,"50,00","125,00","43,80","0,35",In-store,"2,50","0,31","0,27",Oregon - Portland,Otros,March
West Gear,"1128299,00",2021-03-23,West,Oregon,Portland,Men's Apparel,"55,00","55,00","22,00","0,40",In-store,"1,00","0,14","0,14",Oregon - Portland,Otros,March
West Gear,"1128299,00",2021-03-23,West,Oregon,Portland,Women's Apparel,"50,00","150,00","45,00","0,30",In-store,"3,00","0,38","0,28",Oregon - Portland,Otros,March
West Gear,"1128299,00",2021-04-24,West,Oregon,Portland,Men's Street Footwear,"55,00","261,20","91,40","0,35",In-store,"4,75","0,65","0,56",Oregon - Portland,Otros,April
West Gear,"1128299,00",2021-04-24,West,Oregon,Portland,Men's Athletic Footwear,"60,00","165,00","57,80","0,35",In-store,"2,75","0,41","0,36",Oregon - Portland,Otros,April
West Gear,"1128299,00",2021-04-24,West,Oregon,Portland,Women's Street Footwear,"60,00","195,00","68,20","0,35",In-store,"3,25","0,49","0,42",Oregon - Portland,Otros,April
West Gear,"1128299,00",2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,"45,00","101,20","35,40","0,35",In-store,"2,25","0,25","0,22",Oregon - Portland,Otros,April
West Gear,"1128299,00",2021-04-24,West,Oregon,Portland,Men's Apparel,"50,00","62,50","25,00","0,40",In-store,"1,25","0,16","0,15",Oregon - Portland,Otros,April
West Gear,"1128299,00",2021-04-24,West,Oregon,Portland,Women's Apparel,"65,00","195,00","58,50","0,30",In-store,"3,00","0,49","0,36",Oregon - Portland,Otros,April
West Gear,"1128299,00",2021-05-25,West,Oregon,Portland,Men's Street Footwear,"50,00","250,00","87,50","0,35",In-store,"5,00","0,63","0,54",Oregon - Portland,Otros,May
West Gear,"1128299,00",2021-05-25,West,Oregon,Portland,Men's Athletic Footwear,"55,00","192,50","67,40","0,35",In-store,"3,50","0,48","0,41",Oregon - Portland,Otros,May
West Gear,"1128299,00",2021-05-25,West,Oregon,Portland,Women's Street Footwear,"55,00","192,50","67,40","0,35",In-store,"3,50","0,48","0,41",Oregon - Portland,Otros,May
West Gear,"1128299,00",2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,"50,00","137,50","48,10","0,35",In-store,"2,75","0,34","0,30",Oregon - Portland,Otros,May
West Gear,"1128299,00",2021-05-25,West,Oregon,Portland,Men's Apparel,"45,00","78,80","31,50","0,40",In-store,"1,75","0,20","0,19",Oregon - Portland,Otros,May
West Gear,"1128299,00",2021-05-25,West,Oregon,Portland,Women's Apparel,"60,00","315,00","94,50","0,30",In-store,"5,25","0,79","0,58",Oregon - Portland,Otros,May
West Gear,"1128299,00",2021-08-24,West,Oregon,Portland,Women's Athletic Footwear,"70,00","297,50","104,10","0,35",In-store,"4,25","0,75","0,64",Oregon - Portland,Otros,August
West Gear,"1128299,00",2021-08-24,West,Oregon,Portland,Men's Apparel,"70,00","297,50","119,00","0,40",In-store,"4,25","0,75","0,73",Oregon - Portland,Otros,August
West Gear,"1128299,00",2021-08-24,West,Oregon,Portland,Women's Apparel,"75,00","187,50","56,20","0,30",In-store,"2,50","0,47","0,35",Oregon - Portland,Otros,August
West Gear,"1128299,00",2021-09-25,West,Oregon,Portland,Men's Street Footwear,"50,00","225,00","78,80","0,35",In-store,"4,50","0,56","0,48",Oregon - Portland,Otros,September
West Gear,"1128299,00",2021-09-25,West,Oregon,Portland,Men's Athletic Footwear,"55,00","247,50","86,60","0,35",In-store,"4,50","0,62","0,53",Oregon - Portland,Otros,September
West Gear,"1128299,00",2021-09-25,West,Oregon,Portland,Women's Street Footwear,"50,00","125,00","43,80","0,35",In-store,"2,50","0,31","0,27",Oregon - Portland,Otros,September
West Gear,"1128299,00",2021-09-25,West,Oregon,Portland,Women's Athletic Footwear,"50,00","100,00","35,00","0,35",In-store,"2,00","0,25","0,22",Oregon - Portland,Otros,September
West Gear,"1128299,00",2021-09-25,West,Oregon,Portland,Men's Apparel,"60,00","135,00","54,00","0,40",In-store,"2,25","0,34","0,33",Oregon - Portland,Otros,September
West Gear,"1128299,00",2021-09-25,West,Oregon,Portland,Women's Apparel,"45,00","112,50","33,80","0,30",In-store,"2,50","0,28","0,21",Oregon - Portland,Otros,September
West Gear,"1128299,00",2021-10-24,West,Oregon,Portland,Men's Street Footwear,"40,00","140,00","49,00","0,35",In-store,"3,50","0,35","0,30",Oregon - Portland,Otros,October
West Gear,"1128299,00",2021-10-24,West,Oregon,Portland,Men's Athletic Footwear,"55,00","288,80","101,10","0,35",In-store,"5,25","0,72","0,62",Oregon - Portland,Otros,October
West Gear,"1128299,00",2021-10-24,West,Oregon,Portland,Women's Street Footwear,"50,00","175,00","61,20","0,35",In-store,"3,50","0,44","0,38",Oregon - Portland,Otros,October
West Gear,"1128299,00",2021-10-24,West,Oregon,Portland,Women's Athletic Footwear,"45,00","146,20","51,20","0,35",In-store,"3,25","0,37","0,32",Oregon - Portland,Otros,October
West Gear,"1128299,00",2021-10-24,West,Oregon,Portland,Men's Apparel,"55,00","165,00","66,00","0,40",In-store,"3,00","0,41","0,41",Oregon - Portland,Otros,October
West Gear,"1128299,00",2021-10-24,West,Oregon,Portland,Women's Apparel,"60,00","210,00","63,00","0,30",In-store,"3,50","0,53","0,39",Oregon - Portland,Otros,October
West Gear,"1128299,00",2021-11-24,West,Oregon,Portland,Men's Street Footwear,"45,00","258,80","90,60","0,35",In-store,"5,75","0,65","0,56",Oregon - Portland,Otros,November
West Gear,"1128299,00",2021-11-24,West,Oregon,Portland,Men's Athletic Footwear,"50,00","325,00","113,80","0,35",In-store,"6,50","0,81","0,70",Oregon - Portland,Otros,November
West Gear,"1128299,00",2021-11-24,West,Oregon,Portland,Women's Street Footwear,"45,00","213,80","74,80","0,35",In-store,"4,75","0,54","0,46",Oregon - Portland,Otros,November
West Gear,"1128299,00",2021-11-24,West,Oregon,Portland,Women's Athletic Footwear,"55,00","247,50","86,60","0,35",In-store,"4,50","0,62","0,53",Oregon - Portland,Otros,November
West Gear,"1128299,00",2021-11-24,West,Oregon,Portland,Men's Apparel,"75,00","318,80","127,50","0,40",In-store,"4,25","0,80","0,78",Oregon - Portland,Otros,November
West Gear,"1128299,00",2021-12-23,West,Oregon,Portland,Women's Street Footwear,"70,00","385,00","134,80","0,35",In-store,"5,50","0,97","0,83",Oregon - Portland,Otros,December
West Gear,"1128299,00",2021-12-23,West,Oregon,Portland,Women's Athletic Footwear,"70,00","385,00","134,80","0,35",In-store,"5,50","0,97","0,83",Oregon - Portland,Otros,December
West Gear,"1128299,00",2021-12-23,West,Oregon,Portland,Men's Apparel,"80,00","380,00","152,00","0,40",In-store,"4,75","0,95","0,94",Oregon - Portland,Otros,December
West Gear,"1128299,00",2021-01-17,West,Oregon,Portland,Men's Street Footwear,"35,00","140,00","56,00","0,40",In-store,"4,00","0,35","0,34",Oregon - Portland,Otros,January
West Gear,"1128299,00",2021-01-17,West,Oregon,Portland,Men's Athletic Footwear,"45,00","180,00","72,00","0,40",In-store,"4,00","0,45","0,44",Oregon - Portland,Otros,January
West Gear,"1128299,00",2021-01-17,West,Oregon,Portland,Women's Street Footwear,"45,00","180,00","72,00","0,40",In-store,"4,00","0,45","0,44",Oregon - Portland,Otros,January
West Gear,"1128299,00",2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,"45,00","112,50","45,00","0,40",In-store,"2,50","0,28","0,28",Oregon - Portland,Otros,January
West Gear,"1128299,00",2021-01-17,West,Oregon,Portland,Men's Apparel,"50,00","100,00","45,00","0,45",In-store,"2,00","0,25","0,28",Oregon - Portland,Otros,January
West Gear,"1128299,00",2021-01-17,West,Oregon,Portland,Women's Apparel,"45,00","202,50","70,90","0,35",In-store,"4,50","0,51","0,44",Oregon - Portland,Otros,January
West Gear,"1128299,00",2021-02-17,West,Oregon,Portland,Men's Street Footwear,"35,00","175,00","70,00","0,40",In-store,"5,00","0,44","0,43",Oregon - Portland,Otros,February
West Gear,"1128299,00",2021-02-17,West,Oregon,Portland,Men's Athletic Footwear,"45,00","180,00","72,00","0,40",In-store,"4,00","0,45","0,44",Oregon - Portland,Otros,February
West Gear,"1128299,00",2021-02-17,West,Oregon,Portland,Women's Street Footwear,"45,00","180,00","72,00","0,40",In-store,"4,00","0,45","0,44",Oregon - Portland,Otros,February
West Gear,"1128299,00",2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,"45,00","112,50","45,00","0,40",In-store,"2,50","0,28","0,28",Louisiana - New Orleans,Otros,February
West Gear,"1128299,00",2021-02-17,South,Louisiana,New Orleans,Men's Apparel,"50,00","87,50","39,40","0,45",In-store,"1,75","0,22","0,24",Louisiana - New Orleans,Otros,February
West Gear,"1128299,00",2021-02-17,South,Louisiana,New Orleans,Women's Apparel,"45,00","168,80","59,10","0,35",In-store,"3,75","0,42","0,36",Louisiana - New Orleans,Otros,February
West Gear,"1128299,00",2021-03-16,South,Louisiana,New Orleans,Men's Street Footwear,"45,00","236,20","94,50","0,40",In-store,"5,25","0,59","0,58",Louisiana - New Orleans,Otros,March
West Gear,"1128299,00",2021-03-16,South,Louisiana,New Orleans,Men's Athletic Footwear,"55,00","206,20","82,50","0,40",In-store,"3,75","0,52","0,51",Louisiana - New Orleans,Otros,March
West Gear,"1128299,00",2021-03-16,South,Louisiana,New Orleans,Women's Street Footwear,"60,00","240,00","96,00","0,40",In-store,"4,00","0,60","0,59",Louisiana - New Orleans,Otros,March
West Gear,"1128299,00",2021-03-16,South,Louisiana,New Orleans,Women's Athletic Footwear,"55,00","165,00","66,00","0,40",In-store,"3,00","0,41","0,41",Louisiana - New Orleans,Otros,March
West Gear,"1128299,00",2021-03-16,South,Louisiana,New Orleans,Men's Apparel,"60,00","90,00","40,50","0,45",In-store,"1,50","0,23","0,25",Louisiana - New Orleans,Otros,March
West Gear,"1128299,00",2021-03-16,South,Louisiana,New Orleans,Women's Apparel,"45,00","157,50","55,10","0,35",In-store,"3,50","0,39","0,34",Louisiana - New Orleans,Otros,March
West Gear,"1128299,00",2021-04-17,South,Louisiana,New Orleans,Men's Street Footwear,"50,00","262,50","105,00","0,40",In-store,"5,25","0,66","0,65",Louisiana - New Orleans,Otros,April
West Gear,"1128299,00",2021-04-17,South,Louisiana,New Orleans,Men's Athletic Footwear,"55,00","178,80","71,50","0,40",In-store,"3,25","0,45","0,44",Louisiana - New Orleans,Otros,April
West Gear,"1128299,00",2021-04-17,South,Louisiana,New Orleans,Women's Street Footwear,"55,00","206,20","82,50","0,40",In-store,"3,75","0,52","0,51",Louisiana - New Orleans,Otros,April
West Gear,"1128299,00",2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,"40,00","110,00","44,00","0,40",In-store,"2,75","0,28","0,27",Louisiana - New Orleans,Otros,April
West Gear,"1128299,00",2021-04-17,South,Louisiana,New Orleans,Men's Apparel,"45,00","78,80","35,40","0,45",In-store,"1,75","0,20","0,22",Louisiana - New Orleans,Otros,April
West Gear,"1128299,00",2021-04-17,South,Louisiana,New Orleans,Women's Apparel,"60,00","210,00","73,50","0,35",In-store,"3,50","0,53","0,45",Louisiana - New Orleans,Otros,April
West Gear,"1128299,00",2021-05-18,South,Louisiana,New Orleans,Men's Street Footwear,"45,00","247,50","99,00","0,40",In-store,"5,50","0,62","0,61",Louisiana - New Orleans,Otros,May
West Gear,"1128299,00",2021-05-18,South,Louisiana,New Orleans,Men's Athletic Footwear,"50,00","200,00","80,00","0,40",In-store,"4,00","0,50","0,49",Louisiana - New Orleans,Otros,May
West Gear,"1128299,00",2021-05-18,South,Louisiana,New Orleans,Women's Street Footwear,"50,00","200,00","80,00","0,40",In-store,"4,00","0,50","0,49",Louisiana - New Orleans,Otros,May
West Gear,"1128299,00",2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,"45,00","146,20","58,50","0,40",In-store,"3,25","0,37","0,36",Louisiana - New Orleans,Otros,May
West Gear,"1128299,00",2021-05-18,South,Louisiana,New Orleans,Men's Apparel,"40,00","90,00","40,50","0,45",In-store,"2,25","0,23","0,25",Louisiana - New Orleans,Otros,May
West Gear,"1128299,00",2021-05-18,South,Louisiana,New Orleans,Women's Apparel,"65,00","373,80","130,80","0,35",Online,"5,75","0,94","0,80",Louisiana - New Orleans,Otros,May
West Gear,"1128299,00",2021-08-17,South,Louisiana,New Orleans,Women's Athletic Footwear,"75,00","356,20","142,50","0,40",Online,"4,75","0,89","0,88",Louisiana - New Orleans,Otros,August
West Gear,"1128299,00",2021-08-17,South,Louisiana,New Orleans,Men's Apparel,"65,00","308,80","138,90","0,45",Online,"4,75","0,77","0,85",Louisiana - New Orleans,Otros,August
West Gear,"1128299,00",2021-08-17,South,Louisiana,New Orleans,Women's Apparel,"70,00","210,00","73,50","0,35",Online,"3,00","0,53","0,45",Louisiana - New Orleans,Otros,August
West Gear,"1128299,00",2021-09-18,South,Louisiana,New Orleans,Men's Street Footwear,"45,00","225,00","90,00","0,40",Online,"5,00","0,56","0,55",Louisiana - New Orleans,Otros,September
